2021-03-04
Országos oltási statisztika:

1007,Budapest,Margitsziget {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7095,Újireg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7097,Nagyszokoly, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7098,Magyarkeszi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7099,Felsőnyék, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7100,Szekszárd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7121,Szálka, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7122,Kakasd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7130,Tolna, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7131,Tolna,Mözs {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7132,Bogyiszló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7133,Fadd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7134,Gerjen, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7135,Dunaszentgyörgy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7136,Fácánkert, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7140,Bátaszék, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7142,Pörböly, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7143,Őcsény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7144,Decs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7145,Sárpilis, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7146,Várdomb, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7147,Alsónána, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7148,Alsónyék, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7149,Báta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7150,Bonyhád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7158,Bonyhádvarasd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7159,Kisdorog, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7161,Cikó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7162,Grábóc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7163,Mőcsény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7164,Bátaapáti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7165,Mórágy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7171,Sióagárd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7172,Harc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7173,Zomba, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7174,Kéty, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7175,Felsőnána, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7176,Murga, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7181,Tevel, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7182,Závod, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7183,Kisvejke, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7184,Lengyel, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7185,Mucsfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7186,Aparhant, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7186,Nagyvejke, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7187,Bonyhád,Majos {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7188,Szárász, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7191,Hőgyész, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7192,Szakály, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7193,Regöly, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7194,Kalaznó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7195,Mucsi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7200,Dombóvár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7211,Dalmand, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7212,Kocsola, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7213,Szakcs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7214,Lápafő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7214,Várong, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7215,Nak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7224,Dúzs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7225,Csibrák, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7226,Kurd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7227,Gyulaj, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7228,Döbrököz, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7251,Kapospula, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7252,Attala, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7253,Csoma, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7253,Szabadi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7255,Nagyberki, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7256,Kercseliget, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7257,Mosdós, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7258,Baté, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7258,Kaposkeresztúr, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7261,Kaposhomok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7261,Taszár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7271,Fonó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7272,Gölle, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7273,Büssü, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7274,Kazsok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7275,Igal, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7276,Gadács, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7276,Somogyszil, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7279,Kisgyalán, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7281,Bonnya, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7282,Fiad, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7282,Kisbárapáti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7283,Somogyacsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7284,Somogydöröcske, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7285,Kára, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7285,Szorosad, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7285,Törökkoppány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7300,Komló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7304,Mánfa , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7305,Mecsekpölöske, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7331,Liget, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7332,Magyaregregy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7333,Kárász, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7333,Vékény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7334,Köblény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7334,Szalatnak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7341,Csikóstőttős, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7342,Mágocs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7343,Nagyhajmás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7344,Mekényes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7345,Alsómocsolád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7346,Bikal, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7347,Egyházaskozár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7348,Hegyhátmaróc, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7348,Tófu, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7349,Szászvár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7351,Máza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7352,Györe, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7353,Izmény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7354,Váralja, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7355,Nagymányok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7356,Kismányok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7357,Jágónak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7361,Kaposszekcső, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7362,Gerényes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7362,Tarrós, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7362,Vásárosdombó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7370,Felsőegerszeg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7370,Meződ, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7370,Oroszló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7370,Palé, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7370,Sásd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7370,Varga, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7370,Vázsnok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7381,Kisvaszar, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7381,Tékes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7381,Ág, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7383,Baranyaszentgyörgy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7383,Szágy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7383,Tormás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7384,Baranyajenő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7385,Gödre,Gödreszentmárton   {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7386,Gödre,Gödrekeresztúr {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7391,Kisbeszterce, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7391,Kishajmás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7391,Mindszentgodisa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7393,Bakóca, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7394,Bodolyabér, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7394,Magyarhertelend, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7396,Magyarszék, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7400,Kaposvár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7400,Zselickislak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7431,Juta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7432,Csombárd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7432,Hetes, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7434,Mezőcsokonya, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7435,Somogysárd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7436,Újvárfalva, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7439,Bodrog, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7441,Magyaregres, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7442,Várda, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7443,Alsóbogát, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7443,Edde, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7443,Somogyjád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7444,Osztopán, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7451,Kaposvár,Kaposfüred {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7452,Somogyaszaló, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7453,Mernye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7454,Somodor, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7455,Somogygeszti, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7456,Felsőmocsolád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7457,Ecseny, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7458,Polány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7461,Orci, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7463,Magyaratád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7463,Patalom, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7464,Ráksi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7465,Szentgáloskér, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7471,Zimány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7472,Cserénfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7472,Szentbalázs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7473,Gálosfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7473,Hajmás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7473,Kaposgyarmat, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7474,Simonfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7474,Zselicszentpál, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7475,Bőszénfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7476,Kaposszerdahely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7477,Patca, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7477,Szenna, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7477,Szilvásszentmárton, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7477,Zselickisfalud, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7478,Bárdudvarnok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7479,Sántos, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7500,Nagyatád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7511,Ötvöskónyi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7512,Mike, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7513,Rinyaszentkirály, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7514,Tarany, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7515,Somogyudvarhely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7516,Berzence, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7517,Bolhás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7521,Kaposmérő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7522,Kaposújlak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7523,Kaposfő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7523,Kisasszond, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7524,Kiskorpád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7525,Jákó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7526,Csököly, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7527,Gige, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7527,Rinyakovácsi, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7530,Kadarkút, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7530,Kőkút, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7532,Hencse, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7533,Hedrehely, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7533,Visnye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7535,Lad, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7536,Patosfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7537,Homokszentgyörgy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7538,Kálmáncsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7539,Szulok, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7541,Kutas, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7542,Kisbajom, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7543,Beleg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7544,Szabás, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7545,Nagykorpád, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7551,Lábod, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7552,Rinyabesenyő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7553,Görgeteg, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7555,Csokonyavisonta, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7556,Rinyaújlak, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7557,Barcs,Somogytarnóca {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7561,Nagybajom, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7561,Pálmajor, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7562,Segesd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7563,Somogyszob, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7564,Kaszó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7570,Barcs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7582,Komlósd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7582,Péterhida, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7584,Babócsa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7584,Rinyaújnép, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7584,Somogyaracs, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7585,Bakháza, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7585,Háromfa, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7586,Bolhó, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7587,Heresznye, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7588,Vízvár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7589,Bélavár, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7600,Pécs*,  {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7639,Kökény, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7661,Erzsébet, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7661,Kátoly, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7661,Kékesd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7661,Szellő, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7663,Máriakéménd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7664,Berkesd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7664,Pereked, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7664,Szilágy, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7666,Pogány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7668,Gyód, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7668,Keszü, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7671,Aranyosgadány, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7671,Bicsérd, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7671,Zók, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7672,Boda, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7673,Cserkút, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7673,Kővágószőlős, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7675,Bakonya, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7675,Kővágótöttös, {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
7677,Orfu , {0_beoltatlan=0, 1 alkalommal beoltott=0, 2 alkalommal beoltott=0}
